SORA Publication Date,Compound SORA - 3 month
22.May.14,0.0748
23.May.14,0.0756
26.May.14,0.0768
27.May.14,0.0768
28.May.14,0.0766
29.May.14,0.0771
30.May.14,0.0775
2.Jun.14,0.0785
3.Jun.14,0.0777
4.Jun.14,0.0774
5.Jun.14,0.0769
6.Jun.14,0.0764
9.Jun.14,0.076
10.Jun.14,0.0759
11.Jun.14,0.0757
12.Jun.14,0.0751
13.Jun.14,0.0747
16.Jun.14,0.0738
17.Jun.14,0.0737
18.Jun.14,0.0736
19.Jun.14,0.0733
20.Jun.14,0.0733
23.Jun.14,0.0753
24.Jun.14,0.0758
25.Jun.14,0.0763
26.Jun.14,0.0772
27.Jun.14,0.0774
30.Jun.14,0.0746
1.Jul.14,0.0718
2.Jul.14,0.0715
3.Jul.14,0.0713
4.Jul.14,0.0712
7.Jul.14,0.0709
8.Jul.14,0.071
9.Jul.14,0.0711
10.Jul.14,0.0711
11.Jul.14,0.0711
14.Jul.14,0.0707
15.Jul.14,0.0707
16.Jul.14,0.0708
17.Jul.14,0.071
18.Jul.14,0.0714
21.Jul.14,0.0739
22.Jul.14,0.0744
23.Jul.14,0.074
24.Jul.14,0.0733
25.Jul.14,0.0728
29.Jul.14,0.0726
30.Jul.14,0.0721
31.Jul.14,0.0719
1.Aug.14,0.071
4.Aug.14,0.0692
5.Aug.14,0.0685
6.Aug.14,0.0682
7.Aug.14,0.0678
8.Aug.14,0.0674
11.Aug.14,0.0669
12.Aug.14,0.0666
13.Aug.14,0.066
14.Aug.14,0.0654
15.Aug.14,0.0648
18.Aug.14,0.0654
19.Aug.14,0.0656
20.Aug.14,0.0658
21.Aug.14,0.0662
22.Aug.14,0.0666
25.Aug.14,0.0695
26.Aug.14,0.0697
27.Aug.14,0.0706
28.Aug.14,0.0711
29.Aug.14,0.0719
1.Sep.14,0.073
2.Sep.14,0.0734
3.Sep.14,0.0742
4.Sep.14,0.0747
5.Sep.14,0.0759
8.Sep.14,0.0773
9.Sep.14,0.0777
10.Sep.14,0.078
11.Sep.14,0.0783
12.Sep.14,0.0785
15.Sep.14,0.0803
16.Sep.14,0.081
17.Sep.14,0.0818
18.Sep.14,0.0821
19.Sep.14,0.0821
22.Sep.14,0.0814
23.Sep.14,0.0809
24.Sep.14,0.0804
25.Sep.14,0.0801
26.Sep.14,0.0793
29.Sep.14,0.0812
30.Sep.14,0.081
1.Oct.14,0.0811
2.Oct.14,0.0813
3.Oct.14,0.0816
7.Oct.14,0.0836
8.Oct.14,0.0837
9.Oct.14,0.0839
10.Oct.14,0.0842
13.Oct.14,0.0847
14.Oct.14,0.085
15.Oct.14,0.0854
16.Oct.14,0.086
17.Oct.14,0.0857
20.Oct.14,0.0839
21.Oct.14,0.083
23.Oct.14,0.083
24.Oct.14,0.0833
27.Oct.14,0.0844
28.Oct.14,0.0845
29.Oct.14,0.0847
30.Oct.14,0.0853
31.Oct.14,0.0855
3.Nov.14,0.0868
4.Nov.14,0.0884
5.Nov.14,0.0896
6.Nov.14,0.091
7.Nov.14,0.093
10.Nov.14,0.0957
11.Nov.14,0.0961
12.Nov.14,0.0968
13.Nov.14,0.0969
14.Nov.14,0.097
17.Nov.14,0.0973
18.Nov.14,0.0975
19.Nov.14,0.0976
20.Nov.14,0.0981
21.Nov.14,0.0983
24.Nov.14,0.0978
25.Nov.14,0.0974
26.Nov.14,0.0982
27.Nov.14,0.098
28.Nov.14,0.0981
1.Dec.14,0.0979
2.Dec.14,0.0969
3.Dec.14,0.0962
4.Dec.14,0.0963
5.Dec.14,0.0959
8.Dec.14,0.0975
9.Dec.14,0.0987
10.Dec.14,0.0998
11.Dec.14,0.1005
12.Dec.14,0.1006
15.Dec.14,0.0998
16.Dec.14,0.0996
17.Dec.14,0.0994
18.Dec.14,0.0996
19.Dec.14,0.1013
22.Dec.14,0.1093
23.Dec.14,0.1112
24.Dec.14,0.1124
26.Dec.14,0.1116
29.Dec.14,0.1112
30.Dec.14,0.1131
31.Dec.14,0.1146
2.Jan.15,0.1183
5.Jan.15,0.1215
6.Jan.15,0.1239
7.Jan.15,0.125
8.Jan.15,0.1256
9.Jan.15,0.1259
12.Jan.15,0.1285
13.Jan.15,0.1295
14.Jan.15,0.1299
15.Jan.15,0.13
16.Jan.15,0.1299
19.Jan.15,0.1291
20.Jan.15,0.1289
21.Jan.15,0.129
22.Jan.15,0.1287
23.Jan.15,0.1286
26.Jan.15,0.1283
27.Jan.15,0.1284
28.Jan.15,0.1292
29.Jan.15,0.1321
30.Jan.15,0.1341
2.Feb.15,0.1433
3.Feb.15,0.1449
4.Feb.15,0.1441
5.Feb.15,0.1437
6.Feb.15,0.1445
9.Feb.15,0.1453
10.Feb.15,0.1471
11.Feb.15,0.1492
12.Feb.15,0.1507
13.Feb.15,0.1527
16.Feb.15,0.1574
17.Feb.15,0.1585
18.Feb.15,0.1606
23.Feb.15,0.1812
24.Feb.15,0.1849
25.Feb.15,0.1882
26.Feb.15,0.1895
27.Feb.15,0.1915
2.Mar.15,0.1981
3.Mar.15,0.2019
4.Mar.15,0.2046
5.Mar.15,0.2064
6.Mar.15,0.2064
9.Mar.15,0.2071
10.Mar.15,0.2075
11.Mar.15,0.208
12.Mar.15,0.2094
13.Mar.15,0.2099
16.Mar.15,0.211
17.Mar.15,0.2113
18.Mar.15,0.2124
19.Mar.15,0.2141
20.Mar.15,0.2152
23.Mar.15,0.2257
24.Mar.15,0.23
25.Mar.15,0.2315
26.Mar.15,0.2323
27.Mar.15,0.2331
30.Mar.15,0.2337
31.Mar.15,0.2325
1.Apr.15,0.2331
2.Apr.15,0.2328
6.Apr.15,0.2349
7.Apr.15,0.2378
8.Apr.15,0.242
9.Apr.15,0.2455
10.Apr.15,0.2476
13.Apr.15,0.2508
14.Apr.15,0.2519
15.Apr.15,0.2524
16.Apr.15,0.2526
17.Apr.15,0.2527
20.Apr.15,0.2533
21.Apr.15,0.2536
22.Apr.15,0.2552
23.Apr.15,0.2568
24.Apr.15,0.2584
27.Apr.15,0.265
28.Apr.15,0.2661
29.Apr.15,0.2663
30.Apr.15,0.2664
4.May.15,0.2619
5.May.15,0.266
6.May.15,0.269
7.May.15,0.2736
8.May.15,0.2772
11.May.15,0.2764
12.May.15,0.2748
13.May.15,0.2727
14.May.15,0.2707
15.May.15,0.2687
18.May.15,0.2634
19.May.15,0.2586
20.May.15,0.2539
21.May.15,0.2494
22.May.15,0.2451
25.May.15,0.2342
26.May.15,0.233
27.May.15,0.2323
28.May.15,0.2319
29.May.15,0.2318
2.Jun.15,0.2362
3.Jun.15,0.2352
4.Jun.15,0.2351
5.Jun.15,0.2346
8.Jun.15,0.2339
9.Jun.15,0.2331
10.Jun.15,0.2317
11.Jun.15,0.2305
12.Jun.15,0.2293
15.Jun.15,0.2278
16.Jun.15,0.2275
17.Jun.15,0.2269
18.Jun.15,0.2257
19.Jun.15,0.2228
22.Jun.15,0.2107
23.Jun.15,0.2079
24.Jun.15,0.2046
25.Jun.15,0.2052
26.Jun.15,0.2058
29.Jun.15,0.2116
30.Jun.15,0.2204
1.Jul.15,0.229
2.Jul.15,0.2329
3.Jul.15,0.2359
6.Jul.15,0.2364
7.Jul.15,0.2342
8.Jul.15,0.2305
9.Jul.15,0.2268
10.Jul.15,0.2236
13.Jul.15,0.2174
14.Jul.15,0.2159
15.Jul.15,0.2158
16.Jul.15,0.2169
20.Jul.15,0.2278
21.Jul.15,0.2298
22.Jul.15,0.23
23.Jul.15,0.2291
24.Jul.15,0.2285
27.Jul.15,0.226
28.Jul.15,0.2265
29.Jul.15,0.225
30.Jul.15,0.2244
31.Jul.15,0.2247
3.Aug.15,0.2248
4.Aug.15,0.224
5.Aug.15,0.2207
6.Aug.15,0.2172
11.Aug.15,0.2033
12.Aug.15,0.2036
13.Aug.15,0.204
14.Aug.15,0.2049
17.Aug.15,0.206
18.Aug.15,0.2062
19.Aug.15,0.2074
20.Aug.15,0.2082
21.Aug.15,0.2085
24.Aug.15,0.2135
25.Aug.15,0.2191
26.Aug.15,0.2306
27.Aug.15,0.2367
28.Aug.15,0.2365
31.Aug.15,0.232
1.Sep.15,0.2331
2.Sep.15,0.2311
3.Sep.15,0.2292
4.Sep.15,0.2263
7.Sep.15,0.2232
8.Sep.15,0.2228
9.Sep.15,0.2241
10.Sep.15,0.2246
14.Sep.15,0.2351
15.Sep.15,0.2367
16.Sep.15,0.238
17.Sep.15,0.2395
18.Sep.15,0.2412
21.Sep.15,0.2426
22.Sep.15,0.2422
23.Sep.15,0.2405
25.Sep.15,0.2377
28.Sep.15,0.234
29.Sep.15,0.2322
30.Sep.15,0.2226
1.Oct.15,0.214
2.Oct.15,0.2094
5.Oct.15,0.2084
6.Oct.15,0.2085
7.Oct.15,0.2088
8.Oct.15,0.2086
9.Oct.15,0.2088
12.Oct.15,0.2084
13.Oct.15,0.2083
14.Oct.15,0.2079
15.Oct.15,0.2068
16.Oct.15,0.2051
19.Oct.15,0.2018
20.Oct.15,0.201
21.Oct.15,0.1991
22.Oct.15,0.1985
23.Oct.15,0.2004
26.Oct.15,0.2126
27.Oct.15,0.2146
28.Oct.15,0.2159
29.Oct.15,0.2208
30.Oct.15,0.2271
2.Nov.15,0.2521
3.Nov.15,0.2573
4.Nov.15,0.2586
5.Nov.15,0.2579
6.Nov.15,0.2586
9.Nov.15,0.2602
11.Nov.15,0.2624
12.Nov.15,0.2617
13.Nov.15,0.2628
16.Nov.15,0.2799
17.Nov.15,0.2857
18.Nov.15,0.2909
19.Nov.15,0.294
20.Nov.15,0.2946
23.Nov.15,0.297
24.Nov.15,0.299
25.Nov.15,0.2998
26.Nov.15,0.2907
27.Nov.15,0.2867
30.Nov.15,0.302
1.Dec.15,0.3049
2.Dec.15,0.3071
3.Dec.15,0.3101
4.Dec.15,0.3123
7.Dec.15,0.3202
8.Dec.15,0.3218
9.Dec.15,0.3223
10.Dec.15,0.3234
11.Dec.15,0.3215
14.Dec.15,0.3195
15.Dec.15,0.32
16.Dec.15,0.3211
17.Dec.15,0.3228
18.Dec.15,0.324
21.Dec.15,0.324
22.Dec.15,0.3241
23.Dec.15,0.3241
24.Dec.15,0.3256
28.Dec.15,0.3267
29.Dec.15,0.3278
30.Dec.15,0.3288
31.Dec.15,0.3282
4.Jan.16,0.3483
5.Jan.16,0.3493
6.Jan.16,0.3486
7.Jan.16,0.3508
8.Jan.16,0.356
11.Jan.16,0.3761
12.Jan.16,0.3858
13.Jan.16,0.3923
14.Jan.16,0.3979
15.Jan.16,0.3995
18.Jan.16,0.3994
19.Jan.16,0.4007
20.Jan.16,0.4013
21.Jan.16,0.4029
22.Jan.16,0.4025
25.Jan.16,0.392
26.Jan.16,0.3875
27.Jan.16,0.3851
28.Jan.16,0.3822
29.Jan.16,0.3769
1.Feb.16,0.3526
2.Feb.16,0.3434
3.Feb.16,0.3387
4.Feb.16,0.3383
5.Feb.16,0.3398
10.Feb.16,0.3464
11.Feb.16,0.3457
12.Feb.16,0.3458
15.Feb.16,0.3354
16.Feb.16,0.33
17.Feb.16,0.3257
18.Feb.16,0.3233
19.Feb.16,0.3221
22.Feb.16,0.3223
23.Feb.16,0.323
24.Feb.16,0.3213
25.Feb.16,0.3174
26.Feb.16,0.3169
29.Feb.16,0.3086
1.Mar.16,0.3027
2.Mar.16,0.3036
3.Mar.16,0.3037
4.Mar.16,0.3052
7.Mar.16,0.3045
8.Mar.16,0.3052
9.Mar.16,0.3063
10.Mar.16,0.3073
11.Mar.16,0.3095
14.Mar.16,0.3112
15.Mar.16,0.3118
16.Mar.16,0.3117
17.Mar.16,0.3107
18.Mar.16,0.309
21.Mar.16,0.3105
22.Mar.16,0.312
23.Mar.16,0.3128
24.Mar.16,0.3125
28.Mar.16,0.3161
29.Mar.16,0.3161
30.Mar.16,0.3157
31.Mar.16,0.3139
1.Apr.16,0.3075
4.Apr.16,0.2921
5.Apr.16,0.2907
6.Apr.16,0.2917
7.Apr.16,0.2887
8.Apr.16,0.2842
11.Apr.16,0.2688
12.Apr.16,0.261
13.Apr.16,0.2554
14.Apr.16,0.251
15.Apr.16,0.2526
18.Apr.16,0.2595
19.Apr.16,0.2587
20.Apr.16,0.259
21.Apr.16,0.26
22.Apr.16,0.264
25.Apr.16,0.2812
26.Apr.16,0.2861
27.Apr.16,0.2917
28.Apr.16,0.2972
29.Apr.16,0.2987
3.May.16,0.309
4.May.16,0.312
5.May.16,0.3113
6.May.16,0.3095
9.May.16,0.3093
10.May.16,0.3091
11.May.16,0.309
12.May.16,0.3087
13.May.16,0.308
16.May.16,0.3059
17.May.16,0.3043
18.May.16,0.3013
19.May.16,0.2988
20.May.16,0.2978
23.May.16,0.2924
24.May.16,0.2919
25.May.16,0.2903
26.May.16,0.2902
27.May.16,0.2891
30.May.16,0.2859
31.May.16,0.2867
1.Jun.16,0.2836
2.Jun.16,0.2809
3.Jun.16,0.2773
6.Jun.16,0.2706
7.Jun.16,0.2694
8.Jun.16,0.2668
9.Jun.16,0.2634
10.Jun.16,0.2608
13.Jun.16,0.2544
14.Jun.16,0.2522
15.Jun.16,0.2495
16.Jun.16,0.2469
17.Jun.16,0.2447
20.Jun.16,0.2401
21.Jun.16,0.2384
22.Jun.16,0.236
23.Jun.16,0.2336
24.Jun.16,0.2316
27.Jun.16,0.2253
28.Jun.16,0.2232
29.Jun.16,0.2208
30.Jun.16,0.221
1.Jul.16,0.2257
4.Jul.16,0.2223
5.Jul.16,0.2207
7.Jul.16,0.2175
8.Jul.16,0.2162
11.Jul.16,0.2121
12.Jul.16,0.2105
13.Jul.16,0.2098
14.Jul.16,0.2088
15.Jul.16,0.2061
18.Jul.16,0.1979
19.Jul.16,0.1958
20.Jul.16,0.1931
21.Jul.16,0.1909
22.Jul.16,0.191
25.Jul.16,0.1802
26.Jul.16,0.1806
27.Jul.16,0.1819
28.Jul.16,0.1846
29.Jul.16,0.1892
1.Aug.16,0.1903
2.Aug.16,0.1879
3.Aug.16,0.1842
4.Aug.16,0.179
5.Aug.16,0.177
8.Aug.16,0.1694
10.Aug.16,0.1633
11.Aug.16,0.162
12.Aug.16,0.1616
15.Aug.16,0.159
16.Aug.16,0.1585
17.Aug.16,0.1585
18.Aug.16,0.1589
19.Aug.16,0.1588
22.Aug.16,0.1559
23.Aug.16,0.155
24.Aug.16,0.1529
25.Aug.16,0.1509
26.Aug.16,0.1482
29.Aug.16,0.1465
30.Aug.16,0.148
31.Aug.16,0.1457
1.Sep.16,0.1473
2.Sep.16,0.1457
5.Sep.16,0.1447
6.Sep.16,0.1443
7.Sep.16,0.1431
8.Sep.16,0.1428
9.Sep.16,0.1424
13.Sep.16,0.1393
14.Sep.16,0.1387
15.Sep.16,0.139
16.Sep.16,0.1389
19.Sep.16,0.1381
20.Sep.16,0.1378
21.Sep.16,0.1375
22.Sep.16,0.1373
23.Sep.16,0.1373
26.Sep.16,0.1368
27.Sep.16,0.1367
28.Sep.16,0.1366
29.Sep.16,0.1371
30.Sep.16,0.1371
3.Oct.16,0.1331
4.Oct.16,0.1321
5.Oct.16,0.131
6.Oct.16,0.1303
7.Oct.16,0.1298
10.Oct.16,0.1312
11.Oct.16,0.1314
12.Oct.16,0.132
13.Oct.16,0.1325
14.Oct.16,0.1324
17.Oct.16,0.1317
18.Oct.16,0.1307
19.Oct.16,0.1303
20.Oct.16,0.1302
21.Oct.16,0.1291
24.Oct.16,0.1214
25.Oct.16,0.1196
26.Oct.16,0.1136
27.Oct.16,0.1059
28.Oct.16,0.097
31.Oct.16,0.0839
1.Nov.16,0.0807
2.Nov.16,0.0794
3.Nov.16,0.0794
4.Nov.16,0.0796
7.Nov.16,0.0816
8.Nov.16,0.082
9.Nov.16,0.0828
10.Nov.16,0.0835
11.Nov.16,0.0842
14.Nov.16,0.0848
15.Nov.16,0.0857
16.Nov.16,0.086
17.Nov.16,0.0861
18.Nov.16,0.0853
21.Nov.16,0.0841
22.Nov.16,0.0845
23.Nov.16,0.0847
24.Nov.16,0.0847
25.Nov.16,0.0851
28.Nov.16,0.0906
29.Nov.16,0.0907
30.Nov.16,0.0894
1.Dec.16,0.0854
2.Dec.16,0.0849
5.Dec.16,0.0838
6.Dec.16,0.084
7.Dec.16,0.0847
8.Dec.16,0.0851
9.Dec.16,0.0861
12.Dec.16,0.089
13.Dec.16,0.0904
14.Dec.16,0.0942
15.Dec.16,0.0975
16.Dec.16,0.1014
19.Dec.16,0.108
20.Dec.16,0.1115
21.Dec.16,0.1143
22.Dec.16,0.1163
23.Dec.16,0.1169
27.Dec.16,0.1235
28.Dec.16,0.1258
29.Dec.16,0.1288
30.Dec.16,0.1313
3.Jan.17,0.1458
4.Jan.17,0.1478
5.Jan.17,0.1488
6.Jan.17,0.1494
9.Jan.17,0.1498
10.Jan.17,0.149
11.Jan.17,0.1485
12.Jan.17,0.1476
13.Jan.17,0.147
16.Jan.17,0.149
17.Jan.17,0.1493
18.Jan.17,0.1507
19.Jan.17,0.1518
20.Jan.17,0.1523
23.Jan.17,0.1502
24.Jan.17,0.1493
25.Jan.17,0.1482
26.Jan.17,0.148
27.Jan.17,0.1493
31.Jan.17,0.1681
1.Feb.17,0.1688
2.Feb.17,0.1693
3.Feb.17,0.1706
6.Feb.17,0.182
7.Feb.17,0.1848
8.Feb.17,0.1855
9.Feb.17,0.1863
10.Feb.17,0.189
13.Feb.17,0.2051
14.Feb.17,0.2123
15.Feb.17,0.2154
16.Feb.17,0.2162
17.Feb.17,0.2165
20.Feb.17,0.2203
21.Feb.17,0.2215
22.Feb.17,0.2259
23.Feb.17,0.2316
24.Feb.17,0.2371
27.Feb.17,0.2365
28.Feb.17,0.2364
1.Mar.17,0.2413
2.Mar.17,0.2442
3.Mar.17,0.2455
6.Mar.17,0.2494
7.Mar.17,0.2507
8.Mar.17,0.2515
9.Mar.17,0.2509
10.Mar.17,0.251
13.Mar.17,0.2517
14.Mar.17,0.2486
15.Mar.17,0.246
16.Mar.17,0.243
17.Mar.17,0.2442
20.Mar.17,0.2509
21.Mar.17,0.2545
22.Mar.17,0.2558
23.Mar.17,0.2582
24.Mar.17,0.2572
27.Mar.17,0.2592
28.Mar.17,0.2585
29.Mar.17,0.2562
30.Mar.17,0.257
31.Mar.17,0.2567
3.Apr.17,0.2604
4.Apr.17,0.2655
5.Apr.17,0.2683
6.Apr.17,0.2705
7.Apr.17,0.2717
10.Apr.17,0.2748
11.Apr.17,0.2774
12.Apr.17,0.2811
13.Apr.17,0.2859
17.Apr.17,0.3118
18.Apr.17,0.3148
19.Apr.17,0.3174
20.Apr.17,0.319
21.Apr.17,0.3224
24.Apr.17,0.3362
25.Apr.17,0.3402
26.Apr.17,0.3448
27.Apr.17,0.3494
28.Apr.17,0.348
2.May.17,0.3518
3.May.17,0.3545
4.May.17,0.3557
5.May.17,0.3555
8.May.17,0.3615
9.May.17,0.3654
11.May.17,0.3666
12.May.17,0.3662
15.May.17,0.3673
16.May.17,0.3713
17.May.17,0.3784
18.May.17,0.383
19.May.17,0.387
22.May.17,0.3964
23.May.17,0.3959
24.May.17,0.3941
25.May.17,0.3962
26.May.17,0.3975
29.May.17,0.4021
30.May.17,0.4017
31.May.17,0.4021
1.Jun.17,0.4018
2.Jun.17,0.4025
5.Jun.17,0.4153
6.Jun.17,0.4201
7.Jun.17,0.4253
8.Jun.17,0.4328
9.Jun.17,0.4372
12.Jun.17,0.4411
13.Jun.17,0.442
14.Jun.17,0.4419
15.Jun.17,0.4416
16.Jun.17,0.442
19.Jun.17,0.4321
20.Jun.17,0.4285
21.Jun.17,0.4234
22.Jun.17,0.4226
23.Jun.17,0.4241
27.Jun.17,0.4635
28.Jun.17,0.4689
29.Jun.17,0.4768
30.Jun.17,0.4846
3.Jul.17,0.4935
4.Jul.17,0.495
5.Jul.17,0.5042
6.Jul.17,0.5143
7.Jul.17,0.5222
10.Jul.17,0.5551
11.Jul.17,0.5652
12.Jul.17,0.5728
13.Jul.17,0.5785
14.Jul.17,0.5768
17.Jul.17,0.5663
18.Jul.17,0.565
19.Jul.17,0.5639
20.Jul.17,0.5658
21.Jul.17,0.5682
24.Jul.17,0.5753
25.Jul.17,0.579
26.Jul.17,0.5822
27.Jul.17,0.5837
28.Jul.17,0.5858
31.Jul.17,0.5935
1.Aug.17,0.5993
2.Aug.17,0.6041
3.Aug.17,0.6094
4.Aug.17,0.6104
7.Aug.17,0.6184
8.Aug.17,0.6187
10.Aug.17,0.6173
11.Aug.17,0.6162
14.Aug.17,0.6132
15.Aug.17,0.6142
16.Aug.17,0.6162
17.Aug.17,0.6167
18.Aug.17,0.6177
21.Aug.17,0.6267
22.Aug.17,0.6299
23.Aug.17,0.6336
24.Aug.17,0.6397
25.Aug.17,0.6463
28.Aug.17,0.6736
29.Aug.17,0.6811
30.Aug.17,0.6835
31.Aug.17,0.6819
4.Sep.17,0.6832
5.Sep.17,0.6865
6.Sep.17,0.6895
7.Sep.17,0.6898
8.Sep.17,0.6873
11.Sep.17,0.6997
12.Sep.17,0.7057
13.Sep.17,0.711
14.Sep.17,0.7149
15.Sep.17,0.7172
18.Sep.17,0.7215
19.Sep.17,0.7256
20.Sep.17,0.7294
21.Sep.17,0.7352
22.Sep.17,0.7393
25.Sep.17,0.7328
26.Sep.17,0.7269
27.Sep.17,0.7207
28.Sep.17,0.7199
29.Sep.17,0.716
2.Oct.17,0.7045
3.Oct.17,0.702
4.Oct.17,0.6992
5.Oct.17,0.6899
6.Oct.17,0.6816
9.Oct.17,0.6657
10.Oct.17,0.6597
11.Oct.17,0.6531
12.Oct.17,0.6488
13.Oct.17,0.6455
16.Oct.17,0.6535
17.Oct.17,0.6568
19.Oct.17,0.6657
20.Oct.17,0.6721
23.Oct.17,0.6954
24.Oct.17,0.7031
25.Oct.17,0.708
26.Oct.17,0.714
27.Oct.17,0.7182
30.Oct.17,0.7326
31.Oct.17,0.7374
1.Nov.17,0.7386
2.Nov.17,0.7403
3.Nov.17,0.7384
6.Nov.17,0.7436
7.Nov.17,0.7438
8.Nov.17,0.7463
9.Nov.17,0.7503
10.Nov.17,0.7545
13.Nov.17,0.773
14.Nov.17,0.7756
15.Nov.17,0.7757
16.Nov.17,0.7741
17.Nov.17,0.7716
20.Nov.17,0.7645
21.Nov.17,0.7609
22.Nov.17,0.7543
23.Nov.17,0.7464
24.Nov.17,0.7397
27.Nov.17,0.719
28.Nov.17,0.7127
29.Nov.17,0.7089
30.Nov.17,0.7155
1.Dec.17,0.7284
4.Dec.17,0.7512
5.Dec.17,0.7525
6.Dec.17,0.7518
7.Dec.17,0.7518
8.Dec.17,0.7533
11.Dec.17,0.7557
12.Dec.17,0.7558
13.Dec.17,0.7581
14.Dec.17,0.7624
15.Dec.17,0.7672
18.Dec.17,0.7825
19.Dec.17,0.7859
20.Dec.17,0.7906
21.Dec.17,0.7933
22.Dec.17,0.7972
26.Dec.17,0.8233
27.Dec.17,0.8303
28.Dec.17,0.8335
29.Dec.17,0.8358
2.Jan.18,0.8446
3.Jan.18,0.8468
4.Jan.18,0.8519
5.Jan.18,0.8545
8.Jan.18,0.8474
9.Jan.18,0.8413
10.Jan.18,0.835
11.Jan.18,0.8301
12.Jan.18,0.8234
15.Jan.18,0.8157
16.Jan.18,0.81
17.Jan.18,0.8034
18.Jan.18,0.7974
19.Jan.18,0.7908
22.Jan.18,0.7719
23.Jan.18,0.7639
24.Jan.18,0.7505
25.Jan.18,0.7386
26.Jan.18,0.7247
29.Jan.18,0.6944
30.Jan.18,0.6853
31.Jan.18,0.6798
1.Feb.18,0.6769
2.Feb.18,0.674
5.Feb.18,0.6802
6.Feb.18,0.6772
7.Feb.18,0.6762
8.Feb.18,0.6753
9.Feb.18,0.6755
12.Feb.18,0.6882
13.Feb.18,0.6924
14.Feb.18,0.6969
15.Feb.18,0.6962
19.Feb.18,0.6976
20.Feb.18,0.6998
21.Feb.18,0.7045
22.Feb.18,0.7139
23.Feb.18,0.7254
26.Feb.18,0.7618
27.Feb.18,0.7739
28.Feb.18,0.7832
1.Mar.18,0.7711
2.Mar.18,0.7618
5.Mar.18,0.7432
6.Mar.18,0.7434
7.Mar.18,0.7434
8.Mar.18,0.7459
9.Mar.18,0.7463
12.Mar.18,0.7474
13.Mar.18,0.7458
14.Mar.18,0.743
15.Mar.18,0.7412
16.Mar.18,0.7393
19.Mar.18,0.7232
20.Mar.18,0.7191
21.Mar.18,0.7163
22.Mar.18,0.7153
23.Mar.18,0.7096
26.Mar.18,0.6925
27.Mar.18,0.6867
28.Mar.18,0.684
29.Mar.18,0.682
2.Apr.18,0.6786
3.Apr.18,0.6773
4.Apr.18,0.6724
5.Apr.18,0.6704
6.Apr.18,0.6683
9.Apr.18,0.666
10.Apr.18,0.6674
11.Apr.18,0.6689
12.Apr.18,0.6713
13.Apr.18,0.6695
16.Apr.18,0.6699
17.Apr.18,0.6727
18.Apr.18,0.6756
19.Apr.18,0.6795
20.Apr.18,0.6839
23.Apr.18,0.7063
24.Apr.18,0.7169
25.Apr.18,0.7253
26.Apr.18,0.7343
27.Apr.18,0.7432
30.Apr.18,0.7942
2.May.18,0.8108
3.May.18,0.8121
4.May.18,0.8133
7.May.18,0.8288
8.May.18,0.8372
9.May.18,0.8456
10.May.18,0.8479
11.May.18,0.8442
14.May.18,0.8306
15.May.18,0.835
16.May.18,0.8363
17.May.18,0.8368
18.May.18,0.8349
21.May.18,0.8249
22.May.18,0.8199
23.May.18,0.8138
24.May.18,0.8103
25.May.18,0.804
28.May.18,0.7981
30.May.18,0.8139
31.May.18,0.822
1.Jun.18,0.8277
4.Jun.18,0.8435
5.Jun.18,0.8528
6.Jun.18,0.8601
7.Jun.18,0.8679
8.Jun.18,0.8695
11.Jun.18,0.8793
12.Jun.18,0.8822
13.Jun.18,0.8823
14.Jun.18,0.8822
18.Jun.18,0.896
19.Jun.18,0.8986
20.Jun.18,0.8967
21.Jun.18,0.8948
22.Jun.18,0.891
25.Jun.18,0.8814
26.Jun.18,0.8806
27.Jun.18,0.8834
28.Jun.18,0.8846
29.Jun.18,0.8872
2.Jul.18,0.9068
3.Jul.18,0.9103
4.Jul.18,0.9138
5.Jul.18,0.9183
6.Jul.18,0.9263
9.Jul.18,0.9683
10.Jul.18,0.982
11.Jul.18,0.9945
12.Jul.18,1.0066
13.Jul.18,1.017
16.Jul.18,1.0443
17.Jul.18,1.0532
18.Jul.18,1.0574
19.Jul.18,1.0621
20.Jul.18,1.061
23.Jul.18,1.0516
24.Jul.18,1.0547
25.Jul.18,1.0605
26.Jul.18,1.0619
27.Jul.18,1.0641
30.Jul.18,1.0555
31.Jul.18,1.0611
1.Aug.18,1.0639
2.Aug.18,1.0675
3.Aug.18,1.0737
6.Aug.18,1.0955
7.Aug.18,1.1027
8.Aug.18,1.1032
10.Aug.18,1.0982
13.Aug.18,1.1146
14.Aug.18,1.1244
15.Aug.18,1.1292
16.Aug.18,1.1399
17.Aug.18,1.1442
20.Aug.18,1.1559
21.Aug.18,1.1591
23.Aug.18,1.1709
24.Aug.18,1.1699
27.Aug.18,1.1784
28.Aug.18,1.1794
29.Aug.18,1.1781
30.Aug.18,1.1764
31.Aug.18,1.1715
3.Sep.18,1.1723
4.Sep.18,1.1719
5.Sep.18,1.1678
6.Sep.18,1.1578
7.Sep.18,1.1493
10.Sep.18,1.1386
11.Sep.18,1.1334
12.Sep.18,1.1282
13.Sep.18,1.129
14.Sep.18,1.1318
17.Sep.18,1.1403
18.Sep.18,1.1457
19.Sep.18,1.1537
20.Sep.18,1.1635
21.Sep.18,1.1733
24.Sep.18,1.2033
25.Sep.18,1.2104
26.Sep.18,1.2162
27.Sep.18,1.2179
28.Sep.18,1.2199
1.Oct.18,1.2178
2.Oct.18,1.2161
3.Oct.18,1.2172
4.Oct.18,1.2193
5.Oct.18,1.2241
