SORA Publication Date,Compound SORA - 3 month
16.Feb.23,3.2148
17.Feb.23,3.2214
20.Feb.23,3.2321
21.Feb.23,3.2314
22.Feb.23,3.2277
23.Feb.23,3.2251
24.Feb.23,3.2266
27.Feb.23,3.2347
28.Feb.23,3.2352
1.Mar.23,3.2206
2.Mar.23,3.2164
3.Mar.23,3.2116
6.Mar.23,3.2035
7.Mar.23,3.2055
8.Mar.23,3.2053
9.Mar.23,3.209
10.Mar.23,3.2143
13.Mar.23,3.2415
14.Mar.23,3.2602
15.Mar.23,3.281
16.Mar.23,3.2921
17.Mar.23,3.3084
20.Mar.23,3.3668
21.Mar.23,3.3901
22.Mar.23,3.4162
23.Mar.23,3.4394
24.Mar.23,3.45
27.Mar.23,3.4664
28.Mar.23,3.4852
29.Mar.23,3.5044
30.Mar.23,3.5296
31.Mar.23,3.542
3.Apr.23,3.5775
4.Apr.23,3.5907
5.Apr.23,3.6042
6.Apr.23,3.6135
10.Apr.23,3.6156
11.Apr.23,3.6127
12.Apr.23,3.6123
13.Apr.23,3.6106
14.Apr.23,3.6047
17.Apr.23,3.5928
18.Apr.23,3.5898
19.Apr.23,3.5851
20.Apr.23,3.5816
21.Apr.23,3.5802
24.Apr.23,3.5969
25.Apr.23,3.6013
26.Apr.23,3.603
27.Apr.23,3.6035
28.Apr.23,3.6047
2.May.23,3.6057
3.May.23,3.6075
4.May.23,3.6076
5.May.23,3.6037
8.May.23,3.6046
9.May.23,3.6086
10.May.23,3.6134
11.May.23,3.6114
12.May.23,3.611
15.May.23,3.6084
16.May.23,3.6093
17.May.23,3.6094
18.May.23,3.6088
19.May.23,3.6077
22.May.23,3.6094
23.May.23,3.6143
24.May.23,3.6152
25.May.23,3.6133
26.May.23,3.6118
29.May.23,3.6125
30.May.23,3.6171
31.May.23,3.6211
1.Jun.23,3.6241
5.Jun.23,3.6313
6.Jun.23,3.6337
7.Jun.23,3.6355
8.Jun.23,3.6394
9.Jun.23,3.6431
12.Jun.23,3.6535
13.Jun.23,3.652
14.Jun.23,3.65
15.Jun.23,3.6501
16.Jun.23,3.6531
19.Jun.23,3.6445
20.Jun.23,3.6416
21.Jun.23,3.6397
22.Jun.23,3.6361
23.Jun.23,3.6346
26.Jun.23,3.6352
27.Jun.23,3.6371
28.Jun.23,3.6396
30.Jun.23,3.6414
3.Jul.23,3.6549
4.Jul.23,3.66
5.Jul.23,3.6621
6.Jul.23,3.6653
7.Jul.23,3.6685
10.Jul.23,3.6794
11.Jul.23,3.6844
12.Jul.23,3.689
13.Jul.23,3.6926
14.Jul.23,3.6955
17.Jul.23,3.7016
18.Jul.23,3.7044
19.Jul.23,3.7069
20.Jul.23,3.7093
21.Jul.23,3.7111
24.Jul.23,3.6996
25.Jul.23,3.6947
26.Jul.23,3.6914
27.Jul.23,3.6883
28.Jul.23,3.6844
31.Jul.23,3.6774
1.Aug.23,3.6748
2.Aug.23,3.6706
3.Aug.23,3.6676
4.Aug.23,3.6663
7.Aug.23,3.6796
8.Aug.23,3.6844
10.Aug.23,3.6872
11.Aug.23,3.6878
14.Aug.23,3.6938
15.Aug.23,3.6954
16.Aug.23,3.6965
17.Aug.23,3.6976
18.Aug.23,3.6985
21.Aug.23,3.7078
22.Aug.23,3.7076
23.Aug.23,3.7051
24.Aug.23,3.7046
25.Aug.23,3.7034
28.Aug.23,3.7
29.Aug.23,3.6996
30.Aug.23,3.6976
31.Aug.23,3.6949
4.Sep.23,3.6964
5.Sep.23,3.6974
6.Sep.23,3.6972
7.Sep.23,3.6962
8.Sep.23,3.6944
11.Sep.23,3.6947
12.Sep.23,3.6925
13.Sep.23,3.6939
14.Sep.23,3.6957
15.Sep.23,3.6978
18.Sep.23,3.7045
19.Sep.23,3.7057
20.Sep.23,3.7054
21.Sep.23,3.7059
22.Sep.23,3.706
25.Sep.23,3.7072
26.Sep.23,3.707
27.Sep.23,3.7077
28.Sep.23,3.7071
29.Sep.23,3.7052
2.Oct.23,3.7017
3.Oct.23,3.698
4.Oct.23,3.6956
5.Oct.23,3.6934
6.Oct.23,3.6919
9.Oct.23,3.6988
10.Oct.23,3.6994
11.Oct.23,3.7001
12.Oct.23,3.7004
13.Oct.23,3.7018
16.Oct.23,3.7099
17.Oct.23,3.7123
18.Oct.23,3.7152
19.Oct.23,3.7185
20.Oct.23,3.7211
23.Oct.23,3.7287
24.Oct.23,3.73
25.Oct.23,3.732
26.Oct.23,3.7352
27.Oct.23,3.7401
30.Oct.23,3.7479
31.Oct.23,3.7512
1.Nov.23,3.7527
2.Nov.23,3.7556
3.Nov.23,3.7581
6.Nov.23,3.7611
7.Nov.23,3.7594
8.Nov.23,3.7562
9.Nov.23,3.7531
10.Nov.23,3.7509
14.Nov.23,3.7524
15.Nov.23,3.7536
16.Nov.23,3.7546
17.Nov.23,3.7549
20.Nov.23,3.7543
21.Nov.23,3.7517
22.Nov.23,3.7534
23.Nov.23,3.7532
24.Nov.23,3.7532
27.Nov.23,3.7531
28.Nov.23,3.7533
29.Nov.23,3.751
30.Nov.23,3.7477
1.Dec.23,3.7464
4.Dec.23,3.7432
5.Dec.23,3.7416
6.Dec.23,3.7408
7.Dec.23,3.7411
8.Dec.23,3.7436
11.Dec.23,3.7405
12.Dec.23,3.7408
13.Dec.23,3.7429
14.Dec.23,3.7462
15.Dec.23,3.7472
18.Dec.23,3.7445
19.Dec.23,3.7442
20.Dec.23,3.744
21.Dec.23,3.741
22.Dec.23,3.7388
26.Dec.23,3.7228
27.Dec.23,3.7182
28.Dec.23,3.713
29.Dec.23,3.709
2.Jan.24,3.7018
3.Jan.24,3.7012
4.Jan.24,3.7038
5.Jan.24,3.7063
8.Jan.24,3.7039
9.Jan.24,3.703
10.Jan.24,3.7032
11.Jan.24,3.704
12.Jan.24,3.7057
15.Jan.24,3.706
16.Jan.24,3.7039
17.Jan.24,3.7029
18.Jan.24,3.7008
19.Jan.24,3.6984
22.Jan.24,3.6841
23.Jan.24,3.68
24.Jan.24,3.6763
25.Jan.24,3.6728
26.Jan.24,3.6707
29.Jan.24,3.6632
30.Jan.24,3.6609
31.Jan.24,3.6571
1.Feb.24,3.6548
2.Feb.24,3.6524
5.Feb.24,3.6443
6.Feb.24,3.6424
7.Feb.24,3.6427
8.Feb.24,3.6429
9.Feb.24,3.6427
13.Feb.24,3.6379
14.Feb.24,3.6349
15.Feb.24,3.634
16.Feb.24,3.6346
19.Feb.24,3.6346
20.Feb.24,3.6343
21.Feb.24,3.6353
22.Feb.24,3.6335
23.Feb.24,3.6347
26.Feb.24,3.6412
27.Feb.24,3.6427
28.Feb.24,3.6433
29.Feb.24,3.6466
1.Mar.24,3.6488
4.Mar.24,3.6519
5.Mar.24,3.6509
6.Mar.24,3.6496
7.Mar.24,3.648
8.Mar.24,3.6449
11.Mar.24,3.6367
12.Mar.24,3.6328
13.Mar.24,3.6273
14.Mar.24,3.6204
15.Mar.24,3.6171
18.Mar.24,3.6118
19.Mar.24,3.6131
20.Mar.24,3.6165
21.Mar.24,3.6211
22.Mar.24,3.6277
25.Mar.24,3.6564
26.Mar.24,3.6634
27.Mar.24,3.669
28.Mar.24,3.6762
1.Apr.24,3.6829
2.Apr.24,3.6838
3.Apr.24,3.6838
4.Apr.24,3.6804
5.Apr.24,3.6771
8.Apr.24,3.6666
9.Apr.24,3.6615
11.Apr.24,3.654
12.Apr.24,3.6497
15.Apr.24,3.6406
16.Apr.24,3.6387
17.Apr.24,3.6363
18.Apr.24,3.6329
19.Apr.24,3.6319
22.Apr.24,3.639
23.Apr.24,3.6397
24.Apr.24,3.6403
25.Apr.24,3.6416
26.Apr.24,3.6421
29.Apr.24,3.6466
30.Apr.24,3.6465
2.May.24,3.6491
3.May.24,3.6508
6.May.24,3.6583
7.May.24,3.6598
8.May.24,3.6626
9.May.24,3.6691
10.May.24,3.6742
13.May.24,3.6917
14.May.24,3.6957
15.May.24,3.6972
16.May.24,3.6962
17.May.24,3.6939
20.May.24,3.6872
21.May.24,3.6852
23.May.24,3.6807
24.May.24,3.6776
27.May.24,3.6732
28.May.24,3.6727
29.May.24,3.67
30.May.24,3.6689
31.May.24,3.6678
3.Jun.24,3.6597
4.Jun.24,3.6602
5.Jun.24,3.6624
6.Jun.24,3.6651
7.Jun.24,3.6656
10.Jun.24,3.6723
11.Jun.24,3.6717
12.Jun.24,3.6721
13.Jun.24,3.6742
14.Jun.24,3.6769
18.Jun.24,3.6867
19.Jun.24,3.6856
20.Jun.24,3.6836
21.Jun.24,3.6806
24.Jun.24,3.6633
25.Jun.24,3.6568
26.Jun.24,3.6516
27.Jun.24,3.6478
28.Jun.24,3.6428
1.Jul.24,3.6336
2.Jul.24,3.6305
3.Jul.24,3.6283
4.Jul.24,3.6279
5.Jul.24,3.6275
8.Jul.24,3.6311
9.Jul.24,3.6321
10.Jul.24,3.632
11.Jul.24,3.6329
12.Jul.24,3.6337
15.Jul.24,3.6365
16.Jul.24,3.6376
17.Jul.24,3.6386
18.Jul.24,3.6412
19.Jul.24,3.6423
22.Jul.24,3.6402
23.Jul.24,3.6397
24.Jul.24,3.6393
25.Jul.24,3.6395
26.Jul.24,3.64
29.Jul.24,3.6399
30.Jul.24,3.6403
31.Jul.24,3.6389
1.Aug.24,3.6381
2.Aug.24,3.6384
5.Aug.24,3.634
6.Aug.24,3.6325
7.Aug.24,3.6303
8.Aug.24,3.6279
12.Aug.24,3.611
13.Aug.24,3.607
14.Aug.24,3.6066
15.Aug.24,3.6062
16.Aug.24,3.6051
19.Aug.24,3.6032
20.Aug.24,3.6027
21.Aug.24,3.6001
22.Aug.24,3.5973
23.Aug.24,3.5944
26.Aug.24,3.5811
27.Aug.24,3.5761
28.Aug.24,3.5723
29.Aug.24,3.5702
30.Aug.24,3.569
2.Sep.24,3.5694
3.Sep.24,3.5686
4.Sep.24,3.5657
5.Sep.24,3.5619
6.Sep.24,3.5578
9.Sep.24,3.5515
10.Sep.24,3.5479
11.Sep.24,3.5468
12.Sep.24,3.5468
13.Sep.24,3.5456
16.Sep.24,3.5395
17.Sep.24,3.537
18.Sep.24,3.5334
19.Sep.24,3.5305
20.Sep.24,3.524
23.Sep.24,3.5103
24.Sep.24,3.5046
25.Sep.24,3.4988
26.Sep.24,3.4944
27.Sep.24,3.4924
30.Sep.24,3.4882
1.Oct.24,3.4932
2.Oct.24,3.4966
3.Oct.24,3.4987
4.Oct.24,3.5
7.Oct.24,3.5013
8.Oct.24,3.501
9.Oct.24,3.5002
10.Oct.24,3.4991
11.Oct.24,3.4949
14.Oct.24,3.4808
15.Oct.24,3.4757
16.Oct.24,3.4704
17.Oct.24,3.4637
18.Oct.24,3.4566
21.Oct.24,3.4371
22.Oct.24,3.4314
23.Oct.24,3.4266
24.Oct.24,3.4215
25.Oct.24,3.415
28.Oct.24,3.3948
29.Oct.24,3.3884
30.Oct.24,3.3834
1.Nov.24,3.3769
4.Nov.24,3.3658
5.Nov.24,3.3593
6.Nov.24,3.3516
7.Nov.24,3.3438
8.Nov.24,3.3364
11.Nov.24,3.3202
12.Nov.24,3.3151
13.Nov.24,3.3088
14.Nov.24,3.301
15.Nov.24,3.2932
18.Nov.24,3.2728
19.Nov.24,3.2685
20.Nov.24,3.2632
21.Nov.24,3.2588
22.Nov.24,3.254
25.Nov.24,3.25
26.Nov.24,3.2482
27.Nov.24,3.2447
28.Nov.24,3.2389
29.Nov.24,3.2322
2.Dec.24,3.2147
3.Dec.24,3.2093
4.Dec.24,3.2039
5.Dec.24,3.1988
6.Dec.24,3.1909
9.Dec.24,3.1676
10.Dec.24,3.164
11.Dec.24,3.1598
12.Dec.24,3.1546
13.Dec.24,3.1509
16.Dec.24,3.1413
17.Dec.24,3.137
18.Dec.24,3.1327
19.Dec.24,3.1276
20.Dec.24,3.1263
23.Dec.24,3.1272
24.Dec.24,3.1232
26.Dec.24,3.1143
27.Dec.24,3.1047
30.Dec.24,3.0799
31.Dec.24,3.0717
2.Jan.25,3.0346
3.Jan.25,3.0227
6.Jan.25,2.9962
7.Jan.25,2.9883
8.Jan.25,2.9805
9.Jan.25,2.9744
10.Jan.25,2.97
13.Jan.25,2.9701
14.Jan.25,2.9683
15.Jan.25,2.9666
16.Jan.25,2.9642
17.Jan.25,2.9594
20.Jan.25,2.9364
21.Jan.25,2.9284
22.Jan.25,2.9221
23.Jan.25,2.9162
24.Jan.25,2.9157
27.Jan.25,2.918
28.Jan.25,2.9175
31.Jan.25,2.9182
3.Feb.25,2.8993
4.Feb.25,2.893
5.Feb.25,2.8889
6.Feb.25,2.883
7.Feb.25,2.879
10.Feb.25,2.8615
11.Feb.25,2.8554
12.Feb.25,2.848
13.Feb.25,2.8418
14.Feb.25,2.8367
17.Feb.25,2.8207
18.Feb.25,2.8143
19.Feb.25,2.8077
20.Feb.25,2.8011
21.Feb.25,2.7959
24.Feb.25,2.7752
25.Feb.25,2.7661
26.Feb.25,2.759
27.Feb.25,2.7534
28.Feb.25,2.7518
3.Mar.25,2.7291
4.Mar.25,2.7208
5.Mar.25,2.7129
